id,source,title,author,year,price,outcome,ch_row,decided_by,reason
ccba20cc1fd5,manual,Reishi or Ling Zhi,Solomon P. Wasser,2003,,INSERTED (missing from CH),,refuted_missing,"Searched ""Reishi"", ""Ling Zhi"", ""Ganoderma"", ""Wasser"" — CH's Reishi rows are r2412 Jones ""Reishi"", r3008 Matsumoto ""The Mysterious Reishi Mushroom"" and r5080 Willard ""Reishi Mushroom Herb of Spiritual Potency and Medical Wonder"", all different authors; no Wasser row at all."
067a47f5589f,manual,Medicinal Value of Culinary–Medicinal Maitake Mushroom Grifola frondosa,Cun Zhuang; Solomon P. Wasser,2004,,INSERTED (missing from CH),,refuted_missing,"Searched ""Maitake"", ""Grifola"", ""Zhuang"", ""Wasser"" — the only Maitake rows are r2782/r2783 Lieberman & Babal ""Maitake King of Mushrooms"" (1997, Keats), a different popular book by different authors."
010b6b0d0eb7,manual,Medicinal mushroom modulators of molecular targets as cancer therapeutics,Ben-Zion Zaidman; Majed Yassin; Jamal Mahajna; Solomon P. Wasser,2005,,INSERTED (missing from CH),,refuted_missing,"Searched ""modulators"", ""Zaidman"", ""Wasser"", plus the Reishi/Maitake sweeps — none of Wasser's journal papers appear in CH; no row on mushroom molecular targets or cancer therapeutics."
19cf4bdcdbec,manual,Dietary Supplements from Culinary–Medicinal Mushrooms,Solomon P. Wasser; Maryna Ya. Didukh; Eviatar Nevo,2004,,INSERTED (missing from CH),,refuted_missing,"Grepped ""Wasser"" (zero hits anywhere in CH), plus ""Dietary Supplement"", ""culinary"", ""medicinal mushroom"" — the only culinary/medicinal-mushroom rows are r2145 ""Medicinal Mushrooms"" (Hobbs) and r1845 ""Culinary Herbs and Condiments"" (Grieve), neither this Begell House journal paper."
b4881293555b,manual,Shiitake,Solomon P. Wasser,2005,,INSERTED (missing from CH),,adjudicated,"CH's only shiitake rows are r2410 ""Shiitake The Healing Mushroom / Jones, K. / 1995"" and r4359 ""The Shiitake Way / Snyder, Jennifer / 1993"" — different authors and works from Wasser's 2005 Marcel Dekker monograph."
695d5715539a,manual,Medicinal mushrooms as a source of antitumor and immunomodulating polysaccharides,S.P. Wasser,2002,,INSERTED (missing from CH),,refuted_missing,"Grepped ""Wasser"" (no hits), ""antitumor"", ""immunomodulat"", ""polysaccharid"" — only r4902 ""Immunomodulatory Agents from Plants"" (Wagner) came back, a different work; CH's only medicinal-mushroom row is r2145 Hobbs."
1f3803f0e823,manual,Is a Widely Cultivated Culinary-Medicinal Royal Sun Agaricus (the Himematsutake Mushroom) Indeed Agaricus blazei Murrill?,Solomon P. Wasser; Marina Ya. Didukh; Maria Angela L. de A. Amazonas; Eviatar Nevo; Paul Stamets; Augusto F. da Eira,2002,,INSERTED (missing from CH),,refuted_missing,"Grepped ""Wasser"", ""Agaricus blazei"", ""Himematsutake"", ""Royal Sun"", ""culinary"" — all empty except unrelated culinary-herb rows (r1845/r3181); no Begell House article rows exist in CH."
fd770e95f7ff,manual,The structure of the glucuronoxylomannan produced by culinary-medicinal yellow brain mushroom,Evgeny Vinogradov; Bent O. Petersen; Jens Ø. Duus; Solomon Wasser,2004,,INSERTED (missing from CH),,refuted_missing,"Grepped ""glucuronoxylomannan"", ""Tremella"", ""Wasser"", ""polysaccharid"" — no matches at all; CH holds no rows for this Elsevier paper."
2d920bd2b3f4,manual,Fungi,,1999,,excluded: duplicate of another B record,1435,refuted_inch,
45014ede0cde,manual,An Illustrated Guide to Mushrooms and Other Fungi of North America,Geoffrey Kibby,1993,,INSERTED (missing from CH),,adjudicated,"CH's only Kibby row is r2519 ""Mushrooms and Toadstools / Kibby, G. / 1979 / Oxford University Press""; the ""illustrated guide to"" rows are r1809 (trees/shrubs), r2191 (fungi on wood in New Zealand) and r3545 (Arizona weeds)."
4968a5bb40b2,manual,The Mushroom Book,Nina L. Marshall,1913,$20,already in CH,2971,refuted_inch,"r2971 'The Mushroom Book / Marshall, N.L. / 1913 / Doubleday, Page & Co. / 1st' matches author, year and publisher exactly."
f411ad44a452,manual,Eßbare Pilze und ihre giftigen Doppelgänger,Hans E. Laux,1986,,already in CH,2688,refuted_inch,"r2688 'Eßbare Pilze und ihre giftigen Doppelgänger / Laux, H.E. / 1986 / Kosmos' matches author and year; Kosmos is the Franckh'sche Verlagshandlung imprint."
d7afc9e5e4ba,manual,Guide to Common Mushrooms of British Columbia,Robert J. Bandoni; Adam F. Szczawinski,1964,,already in CH,308,refuted_inch,"r308 'Guide to Common Mushrooms of British Columbia / Bandoni, R.J. / 1964 / Brit.Col.Prov.Museum' matches lead author, year and issuing museum."
9104056c2af9,manual,The Mushroom Manual,Lorentz C. Pearson,1986,,already in CH,3580,refuted_inch,"r3580 'The Mushroom Manual / Pearson, L.C. / 1987 / Naturegraph' is the same author and publisher, one year apart (printing)."
8ca5466f772d,manual,Mushrooms of Colorado and the Southern Rocky Mountains,Vera Stucky Evenson,1997,$12.50,already in CH,1458,adjudicated,"CH r1458 ""Mushroom of Colorado / Evenson, Vera S. / 1997 / Westcliffe Publishers / Denver"" is the same 1997 Evenson book recorded under a truncated title."
31bc30c47b00,manual,Edible and Poisonous Mushrooms of Canada,J. Walton Groves,1979,$12,already in CH,1872,refuted_inch,"CH holds this revised issue at r1872 'Edible and Poisonous Mushrooms of Canada / Groves, J. Walton / 1979 / Minister of Supply and Services / Ottawa'."
4697c40a0abe,manual,Keys to Agarics and Boleti,Meinhard Moser,1983,£6.80,already in CH,3259,refuted_inch,"r3259 'Keys to Agaridcs and Boleti / Moser, M. / 1983 / Roger Phillips' matches author, year and publisher (CH title typo only)."
975018f491df,manual,Mushrooms and Toadstools,Geoffrey Kibby,1979,£12,already in CH,2519,refuted_inch,"Accepted r1302 is Duhem's 1997 HarperCollins book — a DIFFERENT work — but Kibby's is in CH at r2519 'Mushrooms and Toadstools / Kibby, G. / 1979 / Oxford University Press / Oxford'."
f4a289183716,manual,The Molds and Man,Clyde M. Christensen,1961,$3.25,already in CH,845,refuted_missing,"CH r845 ""The Molds and Man An Introduction to the fungi"" — Christensen, C. M., 1961, University of Mimmesota Press, second, Minneapolis: exact match including the subtitle, author, year, publisher and 2nd edition."
5ac8afd1ed25,manual,Materia Medica,Hermann Nothnagel; Max J. Rossbach,1883,,already in CH,3458,refuted_inch,"Accepted r4495 is 'Materia Medica / Stirling, G. / 1898' — a DIFFERENT author matched on a generic title — but this book is in CH at r3458 'A Treatise on Materia Medica / Nothnagel, H. & M.J. Rossbach / 1883 / Bermingham & Co. / 4th / New York'."
544c29c8231b,manual,Pharmacopoeia Universalis,R. James,1747,$89,already in CH,2345,refuted_inch,"r2345 'Pharmacopoeia Universalis / James, R. / 1747 / J. Hodges' matches author, year and publisher."
678be9a85090,manual,A Dispensatory,John Mayne; R. Eglesfeld Griffith,1848,$40,already in CH,3027,adjudicated,"CH r3027 ""A Despensatory and Therapeutical Remembrancer / Mayne, J. / 1848 / Lea and Blanchard / Philadelphia"" matches B exactly apart from CH's misspelling of ""Dispensatory""."
4893a909f0d6,manual,The Water Cure,James Wilson,1842,,INSERTED (missing from CH),,adjudicated,"No CH row matches; the water-cure/hydropathy rows are r2567 ""My Water-Cure / Kneipp"", r2907/2909/2910 MacFadden, r3745 Preston, r4306 Smedley and r4727 Trall, and the Wilson rows (r5103-r5114) contain no 1842 Churchill title."
7550ea15fa42,manual,Elements of Materia Medica and Therapeutics,Edward Ballard; Alfred Baring Garrod,1846,,already in CH,304,refuted_inch,"r304 'Elements of Materia Medica and Therapeutics / Ballard, E. & A.B. Garrod ... / 1846 / Hogan and Thompson' matches both authors, year and publisher."
0e4043083ebe,manual,"The New Family Herbal; or, Domestic Physician",William Meyrick,1790,,already in CH,3136,refuted_inch,"r3136 'The New Family Herbal or Domestic Physician / Meyrick, William / Pearson, Thomas / First' matches author and publisher; CH lacks the year."
c20d8de39c91,manual,(untitled capture 7fb56669),,,,excluded: not a book,,refuted_missing,app placeholder; capture matched no title/author/year evidence
f253c6f6056f,manual,The Magnetic and Botanic Family Physician,D. Younger,1884,,already in CH,5229,refuted_inch,"r5229 'The Magnetic and Botanic Family Physician / Younger, D. / E.W. Allen' matches author and publisher on a highly distinctive title."
63c0200e8adb,manual,"The Trees, Fruits, and Flowers of the Bible",Harriet N. Cook,1846,,already in CH,967,refuted_inch,"r967 'The Trees Fruits and Flowers of The Bible / Cook, H. N. / 1846 / American Tract Society' matches author, year and publisher."
f7b7f2fa1015,manual,Research on the Eucalypts,Richard T. Baker; Henry G. Smith,1902,,already in CH,294,refuted_missing,"CH r294 ""A Research on the Eucalypts Especially in Regard to Their Essential Oils"" — Baker, R.T. and H.G. Smith, 1902, William Applegate Gullick, Sydney: same work with the subtitle attached and a leading ""A""."
305b34a988fa,manual,Missouri Trees,J. E. Wylie; Ramon Gass,1973,,already in CH,5204,refuted_inch,"r5204 'Missouri Trees / Wylie, J.E. & R. Gass / 1973 / Missouri Dept. Conservation' matches both authors, year and issuer."
5e18e43f9295,manual,Trees of New York State,H. P. Brown,1921,,already in CH,637,adjudicated,"CH r637 ""Trees of New York State Native and Naturalized / Brown, H.P. / 1921 / Syracuse University"" is the identical title, author and year with B's subtitle run into the title."
8323ff178aa8,manual,Forest Trees of Illinois,,1950,,already in CH,1636,refuted_inch,"r1636 'Forest Trees of Illinois / Fuller, G.D., Link, G.M. / 1950 / Department of Conservation / 7th' matches year, issuer and 7th edition; B's copy simply lists no author."
4f0f2bc68d3a,manual,"Descriptive Guide to the Grounds, Buildings and Collections",,1909,,already in CH,2256,adjudicated,"CH r2256 ""Descriptive Guide to the Grounds Buildings and Cillections-Native Trees of The Hudson River Valley / Hudson-Fulton Celebration Commission / 1909"" is the same 1909 item with the subtitle appended and ""Collections"" mistyped."
d77c469cab7f,manual,Guide to Some of East Africa's Flowering Trees and Shrubs,,2020,,already in CH,186,refuted_inch,"r186 'Guide to Some of East Africas Flowering Trees and Shrubs / Anonymous / 1981 / Ines May-Publicity' is the same distinctive title; B's 2020 year is a reprint/data artifact, both sides authorless."
9910ad724f1b,manual,The Tree Giants,Bill Schneider,1988,,already in CH,4152,refuted_inch,"r4152 'The Tree Giants / Schneider, Bill / 1988 / Falcon Press Pub. Co. Inc.' matches author, year and publisher exactly; B only adds the subtitle."
4fa5cbdb1ab9,manual,Introduction to the Eucalypts,,,$7,INSERTED (missing from CH),,adjudicated,"CH's eucalypt rows are r294 Baker, r478 Blakely ""A Key to the Eucalypts"", r1222 ""The Eucalyptus / Dept. of Agriculture, Dept. of Forestry"", r2176 Holliday, r2494 Kelly ""Eucalypts"", r3595/3596 Penfold — none is titled ""Introduction to the Eucalypts"", though B's row is authorless so r1222 cannot be ruled out with certainty."
433cb903a755,manual,Trees and Shrubs of Mexico,Paul C. Standley,1920,,INSERTED (missing from CH),,adjudicated,"No CH row is titled ""Trees and Shrubs of Mexico"" (the full ""trees and shrubs"" list runs r138-r5110 with no Mexico entry) and CH's Standley rows are Contributions from the U.S. National Herbarium V13/V17/V18/V20 (r4417-r4421), never vol 23."
866be3255ba7,manual,Trees and Shrubs of Mexico,Paul C. Standley,1933,,INSERTED (missing from CH),,adjudicated,"Same absence as the Gleicheniaceae-Betulaceae part: CH holds no ""Trees and Shrubs of Mexico"" row and no Standley Contributions vol 23 (its Standley rows are r4417 V20 pt6, r4418 V13 pt11, r4420 V18 pt3, r4421 V17 pt5)."
78fd0670650f,manual,Trees and Shrubs of Mexico,Paul C. Standley,1868,,excluded: duplicate of another B record,,adjudicated,
4f712d50c31e,manual,The Audubon Society Nature Guides,Ann Sutton; Myron Sutton,1986,$9.50,already in CH,4536,adjudicated,"CH r4536 ""Eastern Forests / Sutton, A. & M. Sutton / 1986 / Alfred A. Knopf / New York"" is the same volume, stored under the volume title rather than the Audubon series title."
9f7fa4e721e2,manual,Trees and Shrubs of the Kruger National Park,L. E. W. Codd,1951,,already in CH,960,adjudicated,"CH r960 ""Trees & Shrubs of the Kruger National Park / Cood, L.E.W. / 1951 / Government Printer / Pretoria"" is the same book with the surname mistyped as Cood for Codd."
b9a7f3f1f808,manual,Trees of Santa Barbara,Katherine K. Muller; Richard E. Broder; Will Beittel,1974,,already in CH,3879,final_gate,"OVERTURNS the prior reviewer. CH r3879 'Trees of Santa Barbara / Rensselaer, M.V. / 1948 / Santa Barbara Botanic Garden' is the same work: identical title, identical publisher (Santa Barbara Botanic Garden), and Pacific Horticulture's history of the book describes Van Rensselaer (1940, 1948), Muller/Broder/Beittel (1974) and R. Muller & Haller (2005) as successive revisions of one reference work, "
cf762df6d1e2,manual,Forest Trees of Maine,,1975,,already in CH,2640,refuted_inch,"r2640 'Forest Trees of Maine / LaBonte, G.A. et al / 1973 / Maine Forestry Dept. / 10th ed.' is the same 10th edition of the state department publication; B's 1975 is a later printing."
85f7254a7dc8,manual,The Book of Trees,Alfred Carl Hottes,1932,,already in CH,2218,refuted_inch,"r2218 'The Book of Trees / Hottes, Alfred / 1932 / A. T. De La Mare Co' matches author surname, year and publisher."
40531115cf3d,manual,Trees of Southern Africa,Eve Palmer; Norah Pitman,1972,,INSERTED (missing from CH),,adjudicated,"No CH row matches Palmer & Pitman; searching ""southern africa"", ""palmer"", ""pitman"" and ""balkema"" gives only r2283 ""A Botanist in Southern Africa / Hutchinson"", r4463 ""Some South African Poisonous & Inedible Fungi"", and the nearest ""Trees of"" rows are r3520 Trees of Central Africa (Palgrave) and r1517 Trees of South Dakota."
000f7943b6af,manual,Trees and Shrubs throughout the Year,Blanche Henrey; W. J. Bean,1945,,already in CH,2083,refuted_inch,"r2083 'Trees and Shrubs Throughout the Year / Henrey, B., and W.J. Bean / 1945 / Lindsay Drummond Ltd. / 2nd' matches both authors, year and edition."
e5c49e923a48,manual,Native Trees of Canada,Ken Trayser; Lisa Trayser,1961,,already in CH,1214,refuted_inch,"The accepted r265 (B.R. Morton, 1917, Dept. of the Interior) is the wrong printing, but CH does hold this book at r1214 'Native Trees of Canada / Department of Forestry / 1961 / 6th', matching B's 1961 6th edition exactly."
9b7b2af55c19,manual,Illustrated Guide to Trees and Shrubs,Arthur Harmount Graves,1956,$7.50,already in CH,1809,refuted_inch,"r1809 'Illustrated Guide to Trees and Shrubs / Graves, A.H. / 1956 / Harper & Row / Revised' matches author, year, publisher and revised edition; B only adds the subtitle."
b0735998d9f7,manual,A Key to the Eucalypts,W. F. Blakely,1965,,already in CH,478,refuted_inch,"r478 'A Key to the Eucalypts / Blakely, W.F. / 1965 / Forestry and Timber Bureau' matches author, year and publisher; B only adds the descriptive subtitle."
d1e50f666ed2,manual,The Indigenous Trees of the Uganda Protectorate,William J. Eggeling; Ivan R. Dale,1951,£80,already in CH,1380,refuted_inch,"r1380 'The Indigenous Trees of the Uganda Protectorate / Eggeling, W.J. / 1951 / Govt. of Uganda Protectorate' matches lead author, year and issuing body."
fa0c8610c2cb,manual,Trees of Santa Barbara,Maunsell Van Rensselaer,1948,$6,already in CH,3879,refuted_inch,"r3879 'Trees of Santa Barbara / Rensselaer, M.V. / 1948 / Santa Barbara Botanic Garden' is exactly B's Maunsell Van Rensselaer 1948 record."
30f8abb68b64,manual,Trees of Southern Africa,Eve Palmer; Norah Pitman,1972,,INSERTED (missing from CH),,adjudicated,"Same as vol 2 — CH has no Palmer/Pitman entry and no ""Trees of Southern Africa""; the closest is r3520 ""Trees of Central Africa / Palgrave, O.H.C. / 1957"", a different author and work."
1f96e116f1cc,manual,Key to the Trees of the San Bernardino Mountains,,,$7.50,already in CH,3338,refuted_inch,r3338 'Key to the Trees of the San Bernardino Mountians' is the same distinctive title with a typo; neither side carries an author.
543231cb3e9a,manual,The Complete Guide to North American Trees,Thomas S Elias,1980,,already in CH,1392,adjudicated,"CH r1392 ""The Complete Trees of North America / Elias, T.S. / 1980"" is Elias's 1980 ""Field Guide and Natural History"" — same author, year and subtitle, with the title words reordered."
f7cbed201ace,manual,Tropical Trees,Dorothy Hargreaves; Bob Hargreaves,1965,$3.35,already in CH,1982,refuted_inch,"r1982 'Tropical Trees / Hargreaves, D. and B. Hargreaves / 1965 / Hargreaves Intl.' matches both authors and year; publisher wording differs only slightly."
4a165b8c6819,manual,Forest Trees of the Pacific Slope,George B. Sudworth,1908,$10,already in CH,4530,refuted_inch,"r4530 'Forest Trees of the Pacific Slope / Sudworth, G.B. / 1908 / United States Government' matches author, year and government imprint."
7b1dec0b15f4,manual,Silvics of North America,Russell M. Burns; Barbara H. Honkala,1990,$15,already in CH,694,adjudicated,"CH r694 ""Silvics of North America 2 vols / Burns, R.M. and B.H. Honkala / 1990"" covers both volumes as one row, so B's Volume 2 (Hardwoods) is already held."
c843b8668203,manual,Silvics of North America,Russell M. Burns; Barbara H. Honkala,1990,,already in CH,694,adjudicated,"CH r694 ""Silvics of North America 2 vols / Burns, R.M. and B.H. Honkala / 1990"" is the same set listed collectively, so volume 1 (Conifers) is covered."
e674c80bfaf4,manual,Trees and Shrubs of Massachusetts,George B. Emerson,1887,$15,already in CH,1413,refuted_inch,"Emerson's work is in CH twice — r1414 'Trees and Shrubs of Massachusetts 2 vols / Emerson, G.B. / 1975' (the accepted row) and, matching B's subtitle and edition precisely, r1413 'A Report of the Trees and Shrubs Growing Naturally in the Forests of Massachusetts 2 Vols / Emerson, G.B. / 18871894 / Little, Brown, and Co. / 4th & 5th'."
c8b77948961d,manual,Trees of Southern Africa,Eve Palmer; Norah Pitman,1972,£600,INSERTED (missing from CH),,adjudicated,"CH contains no Palmer & Pitman row at all — ""palmer"", ""pitman"", ""balkema"" and ""southern africa"" searches return only unrelated rows such as r2283 ""A Botanist in Southern Africa / Hutchinson, J. / 1946""."
f43c9a8160f0,manual,Propolis,Felix Murat,1982,,already in CH,3305,refuted_missing,"CH r3305 ""Propolis The Eternal Natural Healer"" — Murat, F., 1982 (duplicated at r3306): title-plus-subtitle, author and year all match."
8160a058bcba,manual,The Occasional Papers of the Rhodes-Livingstone Museum,W. Gilges,1955,$30,already in CH,1723,refuted_missing,"CH r1723 ""Some African Poison Plants and Medicines of Northern Rhodesia"" — Gilges, W., 1955, Rhodes-Livingstone Museum, Livingstone: CH stores the actual paper title where B stores the series name plus that title as subtitle."
ceac6c2d707a,manual,Curative Properties of Honey and Bee Venom,N. Yoirish,1959,$1.25,already in CH,5222,refuted_inch,"r5222 'Curative Properties of Honey and Bee Venom / Yoirish, N. / 1959 / Foreign Languages Pub. House' matches author, year and publisher."
981e0c0ce205,manual,Common Poisonous Plants of the Northern Plains,Leo J. Schermeister; Orin A. Stevens; Job H. York; Alice H. Peterson,1967,$10,already in CH,4141,adjudicated,"CH r4141 ""Common Poisonous Plants of the Northern Plains Dangerous to Man / Schermeister, L.J. et al. / 1967 / North Dakota Institute for Regional Studies"" (duplicated at r4140) matches title, subtitle, author, year and publisher."
bda083de80f4,manual,ABC and XYZ of Bee Culture,A. I. Root; E. R. Root,1910,,already in CH,4001,refuted_inch,"r4001 'The ABC and XYZ of Bee Culture / Root, A.I. & E. R. Root / 1910 / The A.I. Root Company' matches both authors, year and publisher; only the leading 'The' differs."
c109888f65f5,manual,Poisonous Plants,Richard A. Howard; Gordon P. De Wolf Jr.; George H. Pride,1974,,already in CH,2235,adjudicated,"CH r2235 ""Living With Poisonous Plants / Howard, R.A.; De Wolf, G.P. / 1974 / Arnold Arboretum of Harvard University / Jamaica Plain, Mass."" is B's subtitle, author, year and publisher exactly."
b3e9d578b22a,manual,Poisonous Plants,,1963,,already in CH,2996,adjudicated,"CH r2996 ""Poisonous Plants in Virginia / Massey, A.B. / 1963 / Agriculture Institute / Blacksberg, VA"" matches B's year, city and issuing body (with CH also holding the 1943 issue as r2997 ""Bulletin of the Virginia Polytechnic Institute: Poisonous Plants""); B's row is authorless so the identification rests on year plus place."
760e0259ca69,manual,Some Important Poison Plants of North Australia,Poison Plants Committee,1934,,already in CH,4634,refuted_inch,r4634 'Some Important Poison Plants of North Australia / The Poison Plants Committee / 1934' matches corporate author and year; CH records the printer H.J. Green where B records the issuing council.
e613b405732c,manual,Know Your Poisonous Plants,Wilma Roberts James,,,already in CH,2348,refuted_inch,"r2348 'Know Your Poisonous Plants / James, W.R. / 1973 / Naturegraph Publishers' matches Wilma Roberts James and the publisher; B supplies no year to conflict."
4bc1906f8063,manual,British Poisonous Plants,A. A. Forsyth,1954,£3,already in CH,1573,refuted_inch,"r1573 'British Poisonous Plants / Forsyth, A.A. / 1954 / Her Majesty's Stationery Office' matches author, year and publisher exactly."
78a667e6fd68,manual,Poisonous Plants of the United States,Walter Conrad Muenscher,1951,,already in CH,3277,refuted_inch,"r3277 'Poisonous Plants of the United States / Muenscher, W.C. / 1951 / Macmillan Co.' matches author, year and publisher."
0553e8f27eef,manual,The Poisonous Plants in New Zealand,H. E. Connor,1977,$14,already in CH,954,refuted_inch,"r954 'The Poisonous Plants in New Zealand / Connor, H.E. / 1977' matches author and year; CH names the Government Printer (E.C. Keating) where B names the DSIR."
fed0f478cb2c,manual,Bee Venom,Joseph Broadman,1962,,already in CH,614,refuted_missing,"CH r614 ""Bee Venom The Natural Curative for Arthritis and Rheumatism"" — Broadman, J., 1962, G.P.PUtnam's Sons, 1st, New York: exact match with the subtitle appended."
1af2914bbf69,manual,The XXIInd International Beekeeping Congress,,1969,,already in CH,209,refuted_inch,"r209 'The XXIInd International Beekeeping Congress / Apimondia / 1969 / Apimondia Publishing House' matches the distinctive congress number, year and publisher."
deaa2b1edb6c,manual,Die Gift- und Arzneipflanzen von Mitteleuropa,Otto Geßner,1953,,already in CH,1681,refuted_inch,"r1681 'Die Gift-und Arzneipflanzen von Mitteleuropa / Gefner, O. / 1953 / Carl Winter' is Otto Gessner (CH's 'Gefner' is a mangled ess-zett), same year and publisher."
3cbe1722e20a,manual,The Golden Pollen,Marjorie McCormick,1984,,already in CH,3044,refuted_inch,"r3044 'The Golden Pollen / McCormick, M. / 1984 / Busiest Bee Publications / 3rd' matches author, year, publisher and edition."
476694b4a7fe,manual,The Practical Bee Guide,J. G. Digges,1952,£4,already in CH,1243,refuted_inch,"r1243 'The Practical Bee Guide / Digges, J.G. / 1932 / The Talbot Press / 7th' is the same 7th edition of Digges' manual; B's 1952 is a later impression."
3a8251c23be5,manual,Carnival and Coca Leaf,Douglas Gifford; Pauline Hoggarth,1976,,already in CH,1714,refuted_inch,"r1714 'Carnical and Coca Leaf / Gifford, D. & P. Hoggarth / 1976 / Scottish Academic Press' is the same book with 'Carnival' mistyped; authors, year and publisher match."
f23fb753c83c,manual,Beekeeping,Everett Franklin Phillips,1915,,already in CH,3649,refuted_inch,"r3649 'Beekeeping / Phillips, E.F. / 1915 / Macmillan Co.' matches Everett Franklin Phillips, year and publisher."
300a90406225,manual,Honey Plants of North America,John H. Lovell,1926,$24,already in CH,2866,refuted_inch,"r2866 'Honey Plants of North America / Lovell, J.H. / 1926 / A.I. Root Company' matches author, year and publisher."
6b6e279e3ed3,manual,Marijuana,Loren L. Miller,1974,$25,INSERTED (missing from CH),,adjudicated,"Grepped every ""marijuana/marihuana"" row (r195, r773, r1867, r3028, r3232, r3339, r3361-r3363, r3470, r3849, r3865, r3975, r4426) plus ""Human Behavior"" and ""Miller, L"" — CH's only Miller is r3155 ""Herbal Medicinals A Clinicians Guide""; Loren Miller's 1974 Academic Press volume is absent."
7571d85fba50,manual,The Mushroom Basket,Andrew L. March; Kathryn G. March,1982,$8.95,already in CH,2958,refuted_inch,"r2958 'The Mushroom Basket / March, A.L. & K.G. / 1982 / Meridian Hill Publications' matches both Marches, year and publisher; B only adds the long subtitle."
e36b526f00d8,manual,Morel,V. V. Thompson,,,already in CH,4668,refuted_missing,"CH r4668 ""Morel: A Lifetime Pursuit"" — Thompson, Tommy, 1994, Missouri Mycological Society, Glencoe, MO: same title-plus-subtitle, same publisher, author given as ""Tommy"" rather than B's initials."
d5fe8fe3acaa,manual,The Spotter's Guide to Mushrooms,Aurel Dermek,1989,$9.95,already in CH,1227,refuted_missing,"CH r1227 ""Mushrooms and Other Fungi"" — Dermek, Aurel, 1989, Dorset Press, New York: identical author, year, publisher and city; CH simply drops the ""Spotter's Guide to"" series wrapper (r1226 is the 1985 Arco printing)."
1cd1d5886043,manual,Fungi of Northern Europe,Sven Nilsson; Olle Persson,1978,,already in CH,3446,adjudicated,"r3446 ""Fungi of Northern  Europe 2 vols / Nilsson, S. and O. Persson / 1978 / Penguin Books"" is the same Penguin set, and CH bundles both volumes in that one row."
72cdabacb66d,manual,Fungi of Northern Europe,Sven Nilsson; Olle Persson,1978,,already in CH,3446,adjudicated,"Same row r3446 ""Fungi of Northern  Europe 2 vols / Nilsson, S. and O. Persson / 1978 / Penguin Books"" — CH does not list the volumes separately, so vol. 2 is covered."
b06d8572d6be,manual,Simon and Schuster's Guide to Mushrooms,Gary H. Lincoff,1981,,already in CH,3506,refuted_inch,"r3506 'Simon and Schusters Guide to Mushrooms* / Pacioni, G. / 1981 / Simon and Schuster' (and duplicate r3507) is the same 1981 work — Pacioni wrote it, Lincoff edited the US edition."
45d35c83b5ff,manual,Handbook of British Fungi,M. C. Cooke,1871,,already in CH,977,adjudicated,"r977 ""Handbook of British Fungi 2 vols / Cooke, M.C. / 1871 / Macmillan and Co. / 1st"" matches title, author, year and publisher; CH holds both volumes as one row."
4105a5730543,manual,Edible Fungi,John Ramsbottom,1948,,INSERTED (missing from CH),,refuted_missing,"Grepped ""Ramsbottom"" (r3822/r3823/r3826 Handbook of the Larger British Fungi, r3824 ""Poisonous Fugni"" Penguin 1945, r3825 Mushrooms & Toadstools) and ""Edible Fungi"" (only r974 Cooke ""British Edible Fungi"", r504/r3180 ""Edible and Poisonous Fungi"") and ""Penguin"" — CH holds the companion Poisonous Fungi but not Ramsbottom's Edible Fungi."
192d991a6c5e,manual,A Field Guide to Mushrooms of North America,Kent H. McKnight; Vera B. McKnight,1987,,already in CH,3071,adjudicated,"r3071 ""A Field Guide to Mushrooms / McKnight, K.H. / 1987 / Houghton Mifflin / 1"" is the same Peterson field guide, CH just dropping the ""of North America"" tail."
4e951f1e8b0b,manual,British Fungi,George Massee,,,excluded: duplicate of another B record,2992,adjudicated,
c4f17a0377dc,manual,British Fungus Flora,George Massee,1895,,already in CH,2993,adjudicated,"r2993 ""British Fungus-Flora 4 vols / Massee, G. / 1892 / George Bell & Sons / 1st"" is the same four-volume Massee work (1892 first volume vs B's 1895 vol. 4), listed as a single row."
c2cbce184f94,manual,A Text-Book of Mycology,Ernst Athearn Bessey,1935,,already in CH,436,refuted_inch,"r436 'A Text-Book of Mycology / Bessey, E.A. / 1933 / P. Blakiston's Son & Co.' matches author and publisher; 1933 vs 1935 is a printing difference."
d0de0ebb3604,manual,Champignons du Nord et du Midi,André Marchand,1974,,already in CH,2961,adjudicated,"r2961 ""Champignons du nord et du midi 8 volumes / Marchand, A. / 1982 / Societe Mycologique des Pyrenees Mediterraneennes / Perpignan"" is the same Marchand set from the same society; B's item is one volume of it."
c47f9a55933c,manual,Mycomedicinals,Paul Stamets; C. Dusty Wu Yao,,,excluded: duplicate of another B record,4415,refuted_missing,
1a6669156d3f,manual,Mushrooms for Color,Miriam Rice,1980,,already in CH,3894,refuted_inch,"r3894 'Mushrooms for Color / Rice, M.C. / 1980 / Mad River Press, Inc.' matches Miriam Rice, year and publisher."
b7f11e77cc25,manual,The Shiitake Way,Jennifer Snyder,,,already in CH,4359,refuted_inch,"r4359 'The Shiitake Way / Snyder, Jennifer / 1993 / The Book Publishing Co.' matches the author by full name; B carries no year to conflict."
f5134fd69993,manual,Medicinal Mushrooms,Christopher Hobbs,1986,,already in CH,2145,refuted_inch,"r2145 'Medicinal Mushrooms / Hobbs, C. / 1986 / Botanica Press' matches Christopher Hobbs, year and publisher."
